AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"Primary education, duration (years)",662,Philippines,PHL,"Primary education, duration (years)",SE.PRM.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Primary school starting age (years),667,Philippines,PHL,Primary school starting age (years),SE.PRM.AGES,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Rural population,699,Philippines,PHL,Rural population,SP.RUR.TOTL,35246029.0,36112047.0,36983132.0,37857982.0,38739117.0,39630174.0,40559838.0,41645912.0,42749462.0,43856369.0,44944295.0,45996909.0,47008481.0,47985326.0,48947357.0,49922831.0,50934147.0,51959613.0
Rural population (% of total population),700,Philippines,PHL,Rural population (% of total population),SP.RUR.TOTL.ZS,51.65,51.71,51.77,51.83,51.89,51.95,52.045,52.316,52.586,52.857,53.128,53.397,53.667,53.937,54.207,54.476,54.745,54.983
"Secondary education, duration (years)",714,Philippines,PHL,"Secondary education, duration (years)",SE.SEC.DURS,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
"Services, etc., value added (% of GDP)",719,Philippines,PHL,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,45.4664451969,46.3105819614,47.2962657038,48.9946401411,50.8499606453,51.7330016248,51.5771488048,52.2984129614,52.2706675313,52.7347739004,52.941943496,53.5010366882,54.1381331335,54.4502213409,53.8787677432,55.209138383,55.1173873904,55.9316575616
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),728,Philippines,PHL,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,40.1,40.0,38.8,39.7,40.5,40.4,40.9,41.2,41.9,41.3,40.7,41.4,41.9,41.9,41.7,41.9,42.0,41.8
Surface area (sq. km),734,Philippines,PHL,Surface area (sq. km),AG.SRF.TOTL.K2,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0
"Survival to age 65, female (% of cohort)",735,Philippines,PHL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,71.4894,71.81334,72.13728,72.461225,72.76134,73.06146,73.36158,73.6617,73.961828,74.24018,74.51853,74.79688,75.07523,75.35358,75.67117,75.98876,76.30635,76.62394
"Survival to age 65, male (% of cohort)",736,Philippines,PHL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,57.86626,57.99437,58.12248,58.250585,58.36701,58.48343,58.59986,58.71628,58.832702,58.93857,59.04443,59.1503,59.25616,59.362026,59.67097,59.97991,60.28885,60.59779
Urban population,793,Philippines,PHL,Urban population,SP.URB.TOTL,32994105.0,33723666.0,34454249.0,35184623.0,35917111.0,36655051.0,37372409.0,37958629.0,38544916.0,39115365.0,39651954.0,40144464.0,40584418.0,40980182.0,41349758.0,41719050.0,42104755.0,42541620.0
Urban population (% of total),794,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,48.35,48.29,48.23,48.17,48.11,48.05,47.955,47.684,47.414,47.143,46.872,46.603,46.333,46.063,45.793,45.524,45.255,45.017
