AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"External debt stocks, long-term (DOD, current US$)",186,China,CHN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,82973856000.0,95764338000.0,1.03410006e+11,1.15232958e+11,1.26641963e+11,1.33059087e+11,1.32259439e+11,1.27461312e+11,1.1919433e+11,1.18089931e+11,1.28410409e+11,1.32508205e+11,1.47067165e+11,1.67649123e+11,1.90916254e+11,1.94475279e+11,2.01483756e+11,2.2259196e+11
"Fertility rate, total (births per woman)",194,China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.865,1.746,1.656,1.591,1.546,1.52,1.51,1.514,1.527,1.546,1.566,1.585,1.602,1.617,1.63,1.642,1.65,1.657
Final consumption expenditure (constant 2005 US$),195,China,CHN,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,5.5149608481e+11,5.92580526676e+11,6.48384088789e+11,6.83171004446e+11,7.32374738151e+11,8.01109007998e+11,8.72485217731e+11,9.31164282418e+11,9.92063084083e+11,1.05165380912e+12,1.12378313507e+12,1.21251773847e+12,1.3270947696e+12,1.46892414495e+12,1.59171778053e+12,1.73676045445e+12,1.89163309662e+12,2.09202022175e+12
Final consumption expenditure (constant LCU),196,China,CHN,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.8884135185e+12,4.1780861083e+12,4.5715382674e+12,4.8168091167e+12,5.1637281041e+12,5.648350337e+12,6.1516e+12,6.5653263612e+12,6.9947033417e+12,7.4148575136e+12,7.9234171459e+12,8.5490550079e+12,9.3568991414e+12,1.03568903936e+13,1.12226670432e+13,1.22453141835e+13,1.33372691258e+13,1.47501313886e+13
"Final consumption expenditure, etc. (% of GDP)",199,China,CHN,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,57.0718701764,56.0381352466,58.3583313656,58.0480803732,58.8711378038,60.7763586387,63.0790077403,62.2431767727,60.26297086,57.4887635595,55.3021314269,53.6131404045,50.7595547528,51.0209913536,49.7417956557,48.5360183225,49.6390464829,50.751517287
"Final consumption expenditure, etc. (constant 2005 US$)",201,China,CHN,"Final consumption expenditure, etc. (constant 2005 US$)",NE.CON.TETC.KD,5.19043470384e+11,5.63048821352e+11,6.26963759549e+11,6.66410218828e+11,7.18147988919e+11,7.87532388885e+11,8.63828029246e+11,9.25797481951e+11,9.95364477052e+11,1.06381623765e+12,1.14722013692e+12,1.21626464138e+12,1.31017882052e+12,1.43281746499e+12,1.51749581616e+12,1.72791030973e+12,1.79419853599e+12,1.97985094739e+12
"Final consumption expenditure, etc. (constant LCU)",202,China,CHN,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,3.724246898e+12,4.039994617e+12,4.4985978437e+12,4.7816345487e+12,5.1528640136e+12,5.6507117876e+12,6.1981491761e+12,6.6427931321e+12,7.1419510649e+12,7.6331069538e+12,8.2315476064e+12,8.7269565581e+12,9.4008106961e+12,1.02807689603e+13,1.08883540754e+13,1.23981226587e+13,1.28737547302e+13,1.42058501263e+13
Food imports (% of merchandise imports),208,China,CHN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,4.38230968845,6.9790699529,5.88040854002,5.03072638077,4.77071271825,4.0324736126,4.12780457893,3.97479242471,3.5225186953,3.85419509089,4.03535931389,3.557627182,3.18426462271,3.71942448837,4.75604983804,4.91716783774,4.61500308737,4.64978998378
Food production index (2004-2006 = 100),209,China,CHN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,59.93,64.97,69.72,72.07,76.41,79.46,83.34,84.76,88.69,90.67,96.54,100.38,103.08,108.12,113.92,116.83,119.95,123.33
Forest area (% of land area),213,China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,17.5841674433,17.7957263555,18.0072857184,18.2188261259,18.4303665334,18.6419069409,18.8534674305,19.1952565377,19.5370360784,19.8788146332,20.2205925782,20.5623716329,20.7235618917,20.8847526091,21.0459420021,21.2071309433,21.3683203328,21.5325901815
Forest area (sq. km),214,China,CHN,Forest area (sq. km),AG.LND.FRST.K2,1650845.6,1670705.5,1690565.4,1710425.3,1730285.2,1750145.1,1770005.0,1802091.8,1834178.6,1866265.4,1898352.2,1930439.0,1958072.4,1985705.8,2013339.2,2040972.6,2068606.0,2096239.4
Fossil fuel energy consumption (% of total),216,China,CHN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,77.0450795292,78.424084868,78.9828435627,78.917965845,78.9768654334,79.3880881271,80.2862200753,80.2780409255,81.0833958547,83.0592517398,84.7455356195,85.5610108763,86.4790961051,86.7482901209,86.6236638264,87.1777924989,87.7723560714,88.4186648865
Fuel exports (% of merchandise exports),217,China,CHN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,3.35093898819,3.57534544944,3.90783602703,3.80833842967,2.80156521553,2.38170461572,3.1435096122,3.15760421858,2.59214234563,2.53642335784,2.43401555545,2.29877660999,1.81100029898,1.68611176269,2.20549741666,1.69810779734,1.68860853472,1.69346857899
GDP (constant 2005 US$),219,China,CHN,GDP (constant 2005 US$),NY.GDP.MKTP.KD,8.48972831932e+11,9.42307575988e+11,1.03582898953e+12,1.13140376745e+12,1.22025844379e+12,1.31321984887e+12,1.42391485532e+12,1.54207664129e+12,1.68226542686e+12,1.85082797463e+12,2.03731079325e+12,2.26859428902e+12,2.55643863912e+12,2.91932412412e+12,3.20026170463e+12,3.49575950429e+12,3.86741845534e+12,4.23422399858e+12
GDP (constant LCU),220,China,CHN,GDP (constant LCU),NY.GDP.MKTP.KN,5.94890682223e+12,6.60292032512e+12,7.25824185501e+12,7.92795168196e+12,8.55057253671e+12,9.20196998558e+12,9.97763e+12,1.08056110947e+13,1.1787939376e+13,1.29690877622e+13,1.4275806741e+13,1.58964522011e+13,1.791342984e+13,2.045623434e+13,2.242481499e+13,2.449542174e+13,2.709970351e+13,2.966997657e+13
GDP deflator (base year varies by country),223,China,CHN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,81.4596722525,92.5799449184,98.6083151123,100.189182763,99.2725336644,98.0091221133,100.0,102.049202987,102.648983966,105.300081628,112.578156118,116.941690918,121.50470454,131.020888569,141.250529889,141.099509806,150.888366675,163.169491846
GDP growth (annual %),224,China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.0780706116,10.9938434477,9.92472266244,9.22688772752,7.85348952318,7.61817347407,8.42928216063,8.29837441007,9.09090909091,10.0199733688,10.0756429652,11.3523914239,12.6882251045,14.1949616724,9.6233774862,9.23355109473,10.6317082337,9.48450620152
GDP per capita (constant 2005 US$),225,China,CHN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,712.324132059,782.092099039,850.748625955,919.784376924,982.546142742,1048.28223756,1127.72382999,1212.46738317,1313.85928371,1436.53211319,1571.90810196,1740.09318644,1949.96158649,2215.15847295,2415.92090366,2625.90290724,2891.08469755,3150.15958172
GDP per capita (constant LCU),226,China,CHN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4991.38456433,5480.2613801,5961.35013347,6445.09617866,6884.87927042,7345.50402566,7902.16569186,8495.97916,9206.45062167,10066.0414174,11014.6455575,12193.1489899,13663.734985,15522.017733,16928.796547,18400.1785827,20258.3555492,22073.7403153
GDP per capita growth (annual %),229,China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,11.8071893606,9.79441294218,8.77857313741,8.11470613795,6.82353031779,6.69038246199,7.57826371426,7.51456614931,8.36244355457,9.3368316528,9.42380525538,10.6994222031,12.060756383,13.6001082429,9.06311819938,8.6915926456,10.098689848,8.96116548869
"GDP per capita, PPP (constant 2011 international $)",230,China,CHN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2323.30143322,2550.85516948,2774.78385616,2999.94941205,3204.6518697,3419.05533636,3678.16036629,3954.55816009,4285.25585406,4685.36297905,5126.9024617,5675.45140202,6359.95376925,7224.91436607,7879.71689487,8564.589789,9429.50114855,10274.4943512
"GDP per capita, PPP (current international $)",231,China,CHN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1659.31151061,1859.82942144,2060.02869553,2265.313577,2446.1499196,2649.74514439,2915.41464526,3205.92744894,3527.35188776,3933.59947691,4422.65029878,5053.37902382,5836.83274465,6807.11216378,7569.6798546,8290.08887819,9238.7552334,10274.4943512
GDP per person employed (constant 1990 PPP $),232,China,CHN,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,3455.0,3941.0,3978.0,4135.0,4097.0,4318.0,4660.0,5100.0,5695.0,6517.0,7124.0,7825.0,8778.0,9975.0,10901.0,11864.0,13056.0,14203.0
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),233,China,CHN,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,2.84661767629,2.94258452715,3.14711716155,3.44054177844,3.68542890898,3.89131071041,3.99896524125,4.2379672956,4.37606122641,4.22864581644,4.05209930814,4.16697319394,4.30029359342,4.65693897303,4.92165204665,4.98732974377,4.99274217025,5.02754905172
GDP per unit of energy use (PPP $ per kg of oil equivalent),234,China,CHN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,2.03306613986,2.14543943699,2.33645285437,2.59801247701,2.81313290676,3.01573991814,3.16969372436,3.43568488075,3.60209713343,3.5501622918,3.49548647545,3.71024143094,3.94658442,4.38763759999,4.72800366383,4.82748244333,4.89174582279,5.02754905172
"GDP, PPP (constant 2011 international $)",235,China,CHN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,2.76899196366e+12,3.07341060523e+12,3.37843808407e+12,3.69016277303e+12,3.9799693198e+12,4.2831702868e+12,4.64421079569e+12,5.02960479591e+12,5.48684159554e+12,6.0366216622e+12,6.64485010805e+12,7.39919950184e+12,8.33802659056e+12,9.52160626933e+12,1.04379063834e+13,1.14016958025e+13,1.26138908339e+13,1.38102560923e+13
General government final consumption expenditure (% of GDP),237,China,CHN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,15.2663249387,13.7060811585,13.9210281072,14.1246010613,14.5598035901,15.2088366817,15.6965130998,15.8682916268,15.5038341515,14.6712250173,13.8967758956,14.2008742532,14.0259461923,13.394691347,13.1813319392,13.2194206913,13.0486467915,13.0452080585
General government final consumption expenditure (constant 2005 US$),239,China,CHN,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1.39523292885e+11,1.35106915239e+11,1.47092742557e+11,1.59212054184e+11,1.75453808258e+11,1.97502227982e+11,2.22126601027e+11,2.43427358815e+11,2.59147262384e+11,2.71229723028e+11,2.86670107017e+11,3.221602223e+11,3.58202460726e+11,3.98803438585e+11,4.33166917789e+11,4.6878150077e+11,5.19952511805e+11,5.69214958476e+11
General government final consumption expenditure (constant LCU),240,China,CHN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,9.837318399e+11,9.525934456e+11,1.0371014852e+12,1.1225506778e+12,1.2370658264e+12,1.3925218227e+12,1.56614e+12,1.7163244833e+12,1.8271602394e+12,1.9123496081e+12,2.0212145656e+12,2.2714434391e+12,2.5255651473e+12,2.8118289949e+12,3.0541143361e+12,3.3052207895e+12,3.6660103881e+12,4.0133433409e+12
GNI (constant 2005 US$),244,China,CHN,GNI (constant 2005 US$),NY.GNP.MKTP.KD,8.47449572661e+11,9.26763619629e+11,1.02056043617e+12,1.11821899295e+12,1.20026687055e+12,1.29581668617e+12,1.40672818535e+12,1.51999317392e+12,1.66510737771e+12,1.83944211866e+12,2.03205218267e+12,2.25248556327e+12,2.55188509002e+12,2.92619174057e+12,3.21991063747e+12,3.49022186802e+12,3.85182940707e+12,4.19657738864e+12
GNI (constant LCU),245,China,CHN,GNI (constant LCU),NY.GNP.MKTP.KN,5.93764443945e+12,6.49335728083e+12,7.15054345937e+12,7.83478687083e+12,8.40965426107e+12,9.07912280497e+12,9.8562227854e+12,1.06498124588e+13,1.16665532455e+13,1.28880273469e+13,1.42375472622e+13,1.57820108843e+13,1.78797497853e+13,2.05023244777e+13,2.25602621193e+13,2.44541942502e+13,2.69877927825e+13,2.9403265044e+13
GNI per capita (constant 2005 US$),249,China,CHN,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,711.04605307,769.190997779,838.208234708,909.065701644,966.449025552,1034.39010339,1114.11218937,1195.10411914,1300.45874547,1427.69490738,1567.85076687,1727.73721602,1946.4882992,2220.36956227,2430.75414917,2621.74321171,2879.43112051,3122.15142036
GNI per capita (constant LCU),250,China,CHN,GNI per capita (constant LCU),NY.GNP.PCAP.KN,4981.93494859,5389.32674955,5872.89512494,6369.35704801,6771.41256271,7247.44084341,7806.01260481,8373.48151026,9111.64733325,10003.1258514,10985.1260631,12105.3683953,13638.0450225,15556.9905399,17031.0474194,18369.2098089,20174.6967997,21875.3134325
"GNI per capita, PPP (constant 2011 international $)",254,China,CHN,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,2317.95816265,2507.50643259,2732.4975805,2963.48774374,3150.55318553,3372.03613348,3631.92430688,3895.95207822,4239.40045971,4654.18104781,5111.07890578,5632.29704389,6345.40958656,7238.24248617,7924.08086247,8546.69124695,9386.73499524,10177.9854323
"GNI per capita, PPP (current international $)",255,China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1660.0,1830.0,2030.0,2240.0,2410.0,2610.0,2880.0,3160.0,3490.0,3910.0,4410.0,5020.0,5830.0,6820.0,7620.0,8280.0,9200.0,10180.0
"GNI, PPP (constant 2011 international $)",257,China,CHN,"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,2.76262366678e+12,3.02118166283e+12,3.32695242914e+12,3.64531218638e+12,3.91278227048e+12,4.22426768568e+12,4.58583106646e+12,4.95506665068e+12,5.42812834861e+12,5.996446862e+12,6.62434159281e+12,7.34293830206e+12,8.31895887617e+12,9.53917119888e+12,1.04966733349e+13,1.13778681894e+13,1.25566823368e+13,1.36805355591e+13
"GNI, PPP (current international $)",258,China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.97398122104e+12,2.20478011516e+12,2.47195232295e+12,2.75450425859e+12,2.9886410418e+12,3.27533884173e+12,3.63634087861e+12,4.01877646732e+12,4.47025011018e+12,5.03666478905e+12,5.71693901239e+12,6.54141018744e+12,7.6377899981e+12,8.99146213696e+12,1.00900521952e+13,1.10176543707e+13,1.23053774713e+13,1.36805355591e+13
Gross capital formation (% of GDP),261,China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,41.9753774278,41.6656033555,40.2179334743,37.7290553258,36.8907104662,36.5365787131,34.9209180938,36.0653448251,37.6564023735,40.9791410073,43.0380919756,41.8819702973,42.706758697,41.393736834,43.669948417,47.5837179845,47.3471486147,47.1665347121
Gross capital formation (constant 2005 US$),263,China,CHN,Gross capital formation (constant 2005 US$),NE.GDI.TOTL.KD,3.38273724846e+11,3.90634548837e+11,4.23547247917e+11,4.41650635067e+11,4.66092739092e+11,4.88684229502e+11,5.14347872421e+11,5.7495671365e+11,6.44983481867e+11,7.54513253225e+11,8.58299536261e+11,9.50131986295e+11,1.07908078896e+12,1.23738281248e+12,1.37319222017e+12,1.6386732739e+12,1.83638812012e+12,2.01243827689e+12
Gross capital formation (constant LCU),264,China,CHN,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2.2915237667e+12,2.6462248972e+12,2.8691811206e+12,2.9918165453e+12,3.1573915166e+12,3.3104301164e+12,3.48428e+12,3.8948546026e+12,4.369227845e+12,5.1112011518e+12,5.8142670915e+12,6.4363557326e+12,7.3098768615e+12,8.3822417026e+12,9.3022377372e+12,1.11006515647e+13,1.24400055726e+13,1.36325992881e+13
Gross domestic income (constant LCU),267,China,CHN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,6.09227329519e+12,6.78711853452e+12,7.44428124283e+12,8.10213987344e+12,8.71000255488e+12,9.2619723275e+12,9.97763e+12,1.08391583531e+13,1.18958124139e+13,1.30866442457e+13,1.4460894396e+13,1.60739076153e+13,1.79359833903e+13,2.04245942875e+13,2.19442139819e+13,2.48683670714e+13,2.64118379435e+13,2.86800702748e+13
Gross domestic savings (% of GDP),268,China,CHN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,42.9281298236,43.9618647534,41.6416686344,41.9519196268,41.1288621962,39.2236413613,36.9209922597,37.7568232273,39.73702914,42.5112364405,44.6978685731,46.3868595955,49.2404452472,48.9790086464,50.2582043443,51.4639816775,50.3609535171,49.248482713
Gross domestic savings (constant LCU),269,China,CHN,Gross domestic savings (constant LCU),NY.GDS.TOTL.KN,1.76958853543e+12,2.22276960328e+12,2.53146759869e+12,2.99899569758e+12,3.38092493501e+12,3.5682721837e+12,3.76985543085e+12,4.17964140372e+12,4.72612971296e+12,5.48103352522e+12,6.27302964151e+12,7.25301490452e+12,8.44832550241e+12,9.96998047453e+12,1.10626302778e+13,1.2093394812e+13,1.35441021036e+13,1.46311764253e+13
Gross fixed capital formation (% of GDP),272,China,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,35.7260480895,34.1650062654,33.599730622,32.6893660416,33.6566384359,33.8486290259,33.9202796656,34.2381092297,36.0589907605,39.1687889834,40.5176768852,39.9325128486,40.4095538017,38.7839855249,40.436853125,45.3317580806,44.9043323722,44.5510288181
Gross fixed capital formation (constant 2005 US$),274,China,CHN,Gross fixed capital formation (constant 2005 US$),NE.GDI.FTOT.KD,2.87911249452e+11,3.20312937615e+11,3.5384894764e+11,3.82656791894e+11,4.25232113956e+11,4.52732351475e+11,4.99609535786e+11,5.45826772485e+11,6.17622819691e+11,7.21180817216e+11,8.0803543292e+11,9.05906705946e+11,1.02103682247e+12,1.15936952687e+12,1.27152822782e+12,1.56112097946e+12,1.74164199796e+12,1.90084338856e+12
Gross fixed capital formation (constant LCU),275,China,CHN,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,1.9503597896e+12,2.1698543381e+12,2.3970329759e+12,2.5921822143e+12,2.8805946898e+12,3.0668859777e+12,3.38444e+12,3.6975234249e+12,4.1838820642e+12,4.885401559e+12,5.4737695034e+12,6.1367661589e+12,6.9166771567e+12,7.8537664325e+12,8.6135485557e+12,1.05752991272e+13,1.17981792207e+13,1.28766365275e+13
Gross national expenditure (% of GDP),279,China,CHN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,99.0472476042,97.7037386021,98.5762648399,95.777135699,95.76184827,97.3129373518,97.9999258341,98.3085215978,97.9193732335,98.4679045668,98.3402234025,95.4951107018,93.4663134497,92.4147281876,93.4117440727,96.119736307,96.9861950976,97.9180519991
Gross national expenditure (constant 2005 US$),280,China,CHN,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,8.58825571846e+11,9.44898603696e+11,1.0438445795e+12,1.10060837991e+12,1.17650900437e+12,1.27401035563e+12,1.38295306379e+12,1.50536249526e+12,1.64322292703e+12,1.82076140986e+12,2.01024049993e+12,2.16639662768e+12,2.3406340741e+12,2.60720720902e+12,2.81800871602e+12,3.30357250163e+12,3.54519759855e+12,3.8994968119e+12
Gross national expenditure (constant LCU),281,China,CHN,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,6.04665237737e+12,6.65558720438e+12,7.34791337092e+12,7.7698739096e+12,8.31286978925e+12,9.00046466426e+12,9.77807e+12,1.06425302709e+13,1.16267159403e+13,1.28878965647e+13,1.4236685362e+13,1.53908092454e+13,1.67106875576e+13,1.86630106629e+13,2.01905918126e+13,2.34987742234e+13,2.53137603028e+13,2.78384494144e+13
Gross national expenditure deflator (base year varies by country),284,China,CHN,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,79.3792945327,89.7382877963,96.0181434354,97.9105978875,97.7835597823,97.5108544657,100.0,101.860363316,101.907022248,104.339990102,111.01383221,115.342473011,121.739814295,132.716743549,146.545128591,141.376683091,156.665567105,170.284017408
Gross savings (% of GDP),285,China,CHN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,42.8034334685,42.5493008123,40.4442910547,41.3403424371,39.9228152248,38.3492196456,36.2278170575,36.9550565033,39.6029131761,42.9495311026,45.6128688936,46.7287794193,50.0802700743,50.2603175479,51.8316063721,51.9211003608,50.6029068838,48.6363148976
Gross savings (% of GNI),286,China,CHN,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,42.8824560631,43.2449144804,41.0371519111,41.8206271689,40.5816162333,38.865442069,36.6740752852,37.4946759362,40.0119542449,43.2171608761,45.7337237297,47.0629618464,50.1747843762,50.1458884232,51.5088141155,52.0087976018,50.8223025067,49.0974904615
High-technology exports (% of manufactured exports),289,China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,8.29180329195,10.4318146964,12.4171240396,13.1241800275,15.3563987971,17.1996039178,18.9843796993,20.9565152731,23.66571478,27.3792531524,30.0644587178,30.8435979902,30.5144315701,26.6623727519,25.5653110417,27.5340415762,27.5127042706,25.8079484046
Household final consumption expenditure (constant 2005 US$),293,China,CHN,Household final consumption expenditure (constant 2005 US$),NE.CON.PRVT.KD,4.11972791925e+11,4.57473611438e+11,5.01291346233e+11,5.23958950248e+11,5.56920929893e+11,6.03606780016e+11,6.50358616704e+11,6.87736923462e+11,7.329158217e+11,7.80424086095e+11,8.3711328477e+11,8.90357516169e+11,9.68892309455e+11,1.07012070604e+12,1.15855086274e+12,1.26797895346e+12,1.3716805847e+12,1.52280526359e+12
Household final consumption expenditure (constant LCU),294,China,CHN,Household final consumption expenditure (constant LCU),NE.CON.PRVT.KN,2.9046816786e+12,3.2254926627e+12,3.5344367822e+12,3.6942584388e+12,3.9266622777e+12,4.2558285143e+12,4.58546e+12,4.8490018769e+12,5.1675431023e+12,5.5025079055e+12,5.9022043903e+12,6.2776115688e+12,6.8313339982e+12,7.5450613964e+12,8.1685527071e+12,8.9400933925e+12,9.6712587369e+12,1.07367880499e+13
Household final consumption expenditure per capita (constant 2005 US$),297,China,CHN,Household final consumption expenditure per capita (constant 2005 US$),NE.CON.PRVT.PC.KD,345.662605919,379.69183963,411.721363585,425.956913398,448.430014367,481.831177396,515.076380696,540.737448175,572.411607076,605.731206221,645.883366911,682.936148996,739.037016563,811.998547702,874.605737147,952.465298637,1025.39841348,1132.93004664
"Household final consumption expenditure, etc. (% of GDP)",299,China,CHN,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,41.8055452377,42.3320540882,44.4373032584,43.9234793118,44.3113342138,45.567521957,47.3824946405,46.374885146,44.7591367085,42.8175385422,41.4053555313,39.4122661513,36.7336085605,37.6263000066,36.5604637165,35.3165976312,36.5903996914,37.7063092285
"Household final consumption expenditure, etc. (constant 2005 US$)",301,China,CHN,"Household final consumption expenditure, etc. (constant 2005 US$)",NE.CON.PETC.KD,3.80243156916e+11,4.27562953066e+11,4.79296470859e+11,5.06685490564e+11,5.42248435938e+11,5.89689132778e+11,6.4154464521e+11,6.82328005251e+11,7.36111580284e+11,7.9233894022e+11,8.60146376189e+11,8.94104419081e+11,9.37251695739e+11,1.01654935855e+12,1.06573790752e+12,1.23768413614e+12,1.24505564723e+12,1.37170590128e+12
"Household final consumption expenditure, etc. (constant LCU)",302,China,CHN,"Household final consumption expenditure, etc. (constant LCU)",NE.CON.PETC.KN,2.7453892806e+12,3.0870424011e+12,3.4605629829e+12,3.6583141317e+12,3.915081748e+12,4.2576077822e+12,4.6320091761e+12,4.9264686488e+12,5.3147908255e+12,5.7207573457e+12,6.2103330408e+12,6.455513119e+12,6.7670402791e+12,7.33957643e+12,7.6947221114e+12,8.9361891156e+12,8.9894120788e+12,9.9038381336e+12
"Household final consumption expenditure, PPP (constant 2011 international $)",305,China,CHN,"Household final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,1.23667135513e+12,1.37325697736e+12,1.5047902692e+12,1.57283451174e+12,1.67178069662e+12,1.81192357661e+12,1.9522645369e+12,2.06446777502e+12,2.20008704503e+12,2.342698671e+12,2.51286988017e+12,2.672699891e+12,2.90844781208e+12,3.21231802107e+12,3.47777011856e+12,3.80625439689e+12,4.11754883026e+12,4.57119908363e+12
"IBRD loans and IDA credits (DOD, current US$)",307,China,CHN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,12030535000.0,14247875000.0,15194723000.0,16069053000.0,18337597000.0,19307722000.0,19889372000.0,20203244000.0,20676866000.0,20971177000.0,21705151000.0,20880303000.0,21411742000.0,21912498000.0,22250017000.0,22277062000.0,21961743000.0,20510369000.0
"Immunization, DPT (% of children ages 12-23 months)",314,China,CHN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85.0,80.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,93.0,93.0,97.0,99.0,99.0,99.0
"Immunization, measles (% of children ages 12-23 months)",315,China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,75.0,80.0,84.0,83.0,83.0,84.0,84.0,85.0,85.0,85.0,86.0,86.0,93.0,94.0,97.0,99.0,99.0,99.0
Imports of goods and services (% of GDP),318,China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.553409438,18.0731819833,16.1478672615,14.8641247899,13.6965047471,15.2309017749,18.6805884764,18.2816059432,20.1899968596,25.0398712404,28.8933661203,29.1957645089,29.117885697,27.3476472226,25.1068988012,19.8531748967,23.1593566592,23.374489404
Improved sanitation facilities (% of population with access),324,China,CHN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,52.0,53.2,54.3,55.4,56.6,57.7,58.8,60.0,61.2,62.4,63.7,64.9,66.1,67.2,68.4,69.6,70.8,71.9
"Improved sanitation facilities, rural (% of rural population with access)",325,China,CHN,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,44.0,44.9,45.9,46.8,47.7,48.7,49.6,50.6,51.5,52.4,53.4,54.3,55.3,56.2,57.1,58.1,59.0,60.0
"Improved sanitation facilities, urban (% of urban population with access)",326,China,CHN,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,70.8,71.6,72.3,73.1,73.8,74.6,75.3,76.1,76.8,77.6,78.3,79.1,79.9,80.6,81.4,82.1,82.9,83.6
Improved water source (% of population with access),327,China,CHN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,72.5,73.9,75.2,76.5,77.8,79.1,80.3,81.6,82.8,84.0,85.2,86.3,87.4,88.5,89.5,90.5,91.4,92.3
"Improved water source, rural (% of rural population with access)",328,China,CHN,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,62.0,63.5,64.9,66.4,67.9,69.4,70.8,72.3,73.8,75.3,76.7,78.2,79.7,81.2,82.6,84.1,85.6,87.1
"Improved water source, urban (% of urban population with access)",329,China,CHN,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,97.1,97.1,97.2,97.2,97.2,97.2,97.2,97.3,97.3,97.3,97.3,97.3,97.3,97.4,97.4,97.4,97.4,97.4
"Incidence of tuberculosis (per 100,000 people)",330,China,CHN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,133.0,129.0,124.0,120.0,116.0,113.0,109.0,105.0,102.0,98.0,95.0,92.0,89.0,86.0,83.0,80.0,78.0,75.0
