AAAIndicator Name,Unnamed: 0,Unnamed: 0.1,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"GDP, PPP (constant 2011 international $)",227,253,India,IND,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,1.83847835213e+12,1.9777337449e+12,2.12704319399e+12,2.21318463273e+12,2.3500571733e+12,2.55793748639e+12,2.65618763905e+12,2.78432123467e+12,2.8902361273e+12,3.11741971244e+12,3.36441090022e+12,3.67679078352e+12,4.01740738596e+12,4.41116796006e+12,4.58280461134e+12,4.97141666366e+12,5.48148217339e+12,5.84536202081e+12
General government final consumption expenditure (% of GDP),229,255,India,IND,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.9672000126,11.0768926347,10.8568676159,11.5902914473,12.516291189,12.7954136217,12.5561683072,12.3602927686,11.8901605491,11.4299801477,10.9344538021,10.8740562502,10.3261319301,10.2869818767,10.9294156985,11.9044695883,11.4352891336,11.1777480936
General government final consumption expenditure (constant 2005 US$),231,257,India,IND,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,47830034629.2,51562595787.6,53955401788.7,60026718135.0,67345433249.1,75276331262.5,76312030939.8,78107882566.8,77963188683.1,80127336509.5,83312983489.7,90713009827.2,94137481350.4,1.03147516912e+11,1.1384957793e+11,1.29651920684e+11,1.3713490327e+11,1.46542094806e+11
General government final consumption expenditure (constant LCU),232,258,India,IND,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,3.2221981574e+12,3.47365211891e+12,3.63484989239e+12,4.04386034985e+12,4.53690516025e+12,5.07119130835e+12,5.14096398607e+12,5.26194633217e+12,5.25219864186e+12,5.39799224607e+12,5.61260187179e+12,6.11112443014e+12,6.3418231097e+12,6.9488082438e+12,7.6697811965e+12,8.734348264e+12,9.2384593918e+12,9.8722e+12
GNI (constant 2005 US$),235,262,India,IND,GNI (constant 2005 US$),NY.GNP.MKTP.KD,4.11770653777e+11,4.43689883448e+11,4.78100009409e+11,4.97810191216e+11,5.28623005594e+11,5.75842204823e+11,5.96271480609e+11,6.26267090908e+11,6.51414264293e+11,7.02074989264e+11,7.58079633769e+11,8.28316236495e+11,9.04450315752e+11,9.96687944903e+11,1.03361689168e+12,1.12126098313e+12,1.23047435152e+12,1.31460190049e+12
GNI (constant LCU),236,263,India,IND,GNI (constant LCU),NY.GNP.MKTP.KN,2.74237340617e+13,2.95495399149e+13,3.18412383026e+13,3.31539272454e+13,3.52060463545e+13,3.83508230655e+13,3.97114033329e+13,4.17090970304e+13,4.3383887084e+13,4.67578678091e+13,5.04877510901e+13,5.51654761705e+13,6.02359704454e+13,6.6378953655e+13,6.88384043378e+13,7.46754600724e+13,8.19490196211e+13,8.75518752623e+13
GNI per capita (constant 2005 US$),240,267,India,IND,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,436.843639114,461.756099138,488.210640875,498.899163365,520.09198513,556.381845114,566.00113325,584.265314938,597.52396179,633.430404292,672.999494625,723.846198031,778.297408089,844.875887874,863.455602065,923.470134673,999.585573595,1053.83470619
GNI per capita (constant LCU),241,268,India,IND,GNI per capita (constant LCU),NY.GNP.PCAP.KN,29093.5832258,30752.7414788,32514.6016566,33226.4522842,34637.8843587,37054.7721582,37695.412275,38911.7982823,39794.8179971,42186.1703707,44821.4533867,48207.820189,51834.2454582,56268.3412518,57505.7415771,61502.6815411,66571.9343784,70184.9013827
"GNI per capita, PPP (constant 2011 international $)",245,272,India,IND,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,1925.52428099,2035.33370107,2151.94032617,2199.05331522,2292.46727215,2452.42612309,2494.82612898,2575.33119341,2633.77280537,2792.04162445,2966.45470362,3190.57737189,3430.58802492,3724.05339316,3805.94926529,4070.48199371,4405.98447716,4645.1044109
"GNI per capita, PPP (current international $)",246,273,India,IND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1380.0,1480.0,1600.0,1660.0,1750.0,1900.0,1980.0,2090.0,2170.0,2340.0,2560.0,2840.0,3150.0,3510.0,3660.0,3940.0,4320.0,4650.0
"GNI, PPP (constant 2011 international $)",248,275,India,IND,"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,1.81500729564e+12,1.95570123338e+12,2.10737457166e+12,2.19425333159e+12,2.33007039962e+12,2.53820371439e+12,2.62825210481e+12,2.76046709155e+12,2.87131108381e+12,3.09461399426e+12,3.34147189303e+12,3.6510615765e+12,3.98664622303e+12,4.39321227699e+12,4.55598810185e+12,4.94230670892e+12,5.42369861625e+12,5.79451696806e+12
Gross domestic income (constant LCU),261,289,India,IND,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2.83385463216e+13,3.0264292681e+13,3.22366269753e+13,3.4039508444e+13,3.63140328949e+13,3.905042426e+13,4.04188978751e+13,4.22945468989e+13,4.34524039776e+13,4.72746394368e+13,5.0276698464e+13,5.49831118505e+13,6.00479047832e+13,6.5955997685e+13,6.9295603082e+13,7.4906781696e+13,8.2983746398e+13,8.83201152623e+13
Gross fixed capital formation (% of GDP),265,293,India,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.8481329817,24.0515212669,23.1136031379,23.6837012004,23.6816174387,23.9562509403,22.7424040732,25.0542775571,23.7004178826,24.5460979187,28.7158279555,30.3325288125,31.2890718964,32.9184658818,32.3459751606,31.7355159275,30.9228397184,33.6417848431
Gross national expenditure (% of GDP),273,301,India,IND,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,100.296770106,101.159184102,101.139171749,101.216616507,101.633878502,101.878525246,100.890827898,100.861389358,100.963006898,100.684602586,101.754790489,102.744892419,103.158842592,104.014403738,105.066994722,105.377713472,104.367728659,106.47217226
Gross national expenditure (constant 2005 US$),274,302,India,IND,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,4.28800368247e+11,4.62584678129e+11,4.92284337837e+11,5.20364789416e+11,5.58395565572e+11,6.0160093363e+11,6.16547126177e+11,6.4503847785e+11,6.63795548509e+11,7.2039449236e+11,7.74342846183e+11,8.57113318276e+11,9.41122797814e+11,1.04174137047e+12,1.10661664317e+12,1.19935030412e+12,1.31724618328e+12,1.42999018804e+12
Gross national expenditure (constant LCU),275,303,India,IND,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,2.84264143149e+13,3.06369814766e+13,3.26087759942e+13,3.44749267909e+13,3.69787579733e+13,3.98263585321e+13,4.07887959134e+13,4.2675600565e+13,4.38728870094e+13,4.76063540402e+13,5.11041122328e+13,5.64873072045e+13,6.19595479575e+13,6.86092685096e+13,7.27998747517e+13,7.90104061708e+13,8.67036674954e+13,9.40363452623e+13
Gross national expenditure deflator (base year varies by country),278,306,India,IND,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,36.8915148841,40.5048029969,44.020197816,46.1646692262,49.5647438461,51.7530263878,53.8581655735,55.6790809643,58.3675194776,60.0960862194,64.5565350988,67.1787695338,71.5042164241,75.6062787195,81.2547839892,86.3960431437,93.6996523731,100.0
Gross savings (% of GDP),279,307,India,IND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,24.1036648672,26.0814546137,22.8189356595,25.7447104549,23.4605206796,26.7364543701,24.9986396798,26.8422429384,26.4181889453,28.2553683164,32.7521238316,33.6617694108,34.9645823549,36.6070956755,33.8563606737,33.9040072983,34.1598538354,34.8738958352
Gross savings (% of GNI),280,308,India,IND,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,24.4090846792,26.3713247769,23.0312229742,25.9627462337,23.656872261,26.9419484775,25.2623884244,27.0728600231,26.5931822668,28.4627964559,32.9797365336,33.9014885738,35.2372611264,36.758283236,34.0555075493,34.1040673598,34.5226691555,35.1799032354
Household final consumption expenditure (constant 2005 US$),290,318,India,IND,Household final consumption expenditure (constant 2005 US$),NE.CON.PRVT.KD,2.67841943498e+11,2.84147863419e+11,3.06236555922e+11,3.1539197681e+11,3.35896206678e+11,3.56316524196e+11,3.6857234951e+11,3.905130833e+11,4.0172267762e+11,4.25526033349e+11,4.4753050255e+11,4.86227189652e+11,5.27440167931e+11,5.76803704699e+11,6.18397117919e+11,6.64070196798e+11,7.21734348188e+11,7.88515495916e+11
Household final consumption expenditure (constant LCU),291,319,India,IND,Household final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1.72924406286e+13,1.83451852005e+13,1.97712777635e+13,2.03623710406e+13,2.16861673549e+13,2.3004546111e+13,2.37958080352e+13,2.52123480717e+13,2.59360631169e+13,2.74728579532e+13,2.88935128822e+13,3.13918525951e+13,3.40526493722e+13,3.72396633911e+13,3.99250218501e+13,4.28737721262e+13,4.65966913273e+13,5.09082230356e+13
Household final consumption expenditure per capita (constant 2005 US$),294,322,India,IND,Household final consumption expenditure per capita (constant 2005 US$),NE.CON.PRVT.PC.KD,284.151015211,295.717828794,312.712700865,316.081904588,330.475448628,344.274948095,349.861387458,364.322591613,368.488900275,383.920708561,397.30364546,424.902575976,453.872709726,488.946961412,516.592230705,546.927970648,586.306607307,632.103905871
"Household final consumption expenditure, etc. (% of GDP)",296,324,India,IND,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,66.1356350847,64.02895381,68.2249082944,65.1130606074,65.6035981327,62.2592322542,64.2199127544,62.928281572,64.1045617625,63.1164506362,58.366197007,57.5912008123,56.9610232113,55.693236227,58.612174968,57.1762802641,56.4040128224,56.358394648
"Household final consumption expenditure, PPP (constant 2011 international $)",302,330,India,IND,"Household final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,1.15474150004e+12,1.22504087953e+12,1.32027140833e+12,1.3597429874e+12,1.4481424548e+12,1.53618015261e+12,1.58901844195e+12,1.68361107938e+12,1.7319387744e+12,1.83456169574e+12,1.92942911434e+12,2.09626135103e+12,2.27394202246e+12,2.48676203022e+12,2.66608286305e+12,2.8629922751e+12,3.11159855313e+12,3.39951075125e+12
"Household final consumption expenditure, PPP (current international $)",303,331,India,IND,"Household final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,9.64354746763e+11,1.03669897291e+12,1.14808217048e+12,1.20254884276e+12,1.23495731634e+12,1.35684959799e+12,1.44530708561e+12,1.56071978815e+12,1.60664080102e+12,1.73039483196e+12,1.85354442325e+12,2.06385380579e+12,2.3091376298e+12,2.5609914878e+12,2.8073142367e+12,2.87873957915e+12,3.07261990596e+12,3.39951075125e+12
"Immunization, DPT (% of children ages 12-23 months)",311,339,India,IND,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,67.0,71.0,66.0,62.0,61.0,59.0,58.0,59.0,59.0,61.0,63.0,65.0,65.0,64.0,70.0,74.0,79.0,82.0
"Immunization, measles (% of children ages 12-23 months)",312,340,India,IND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,67.0,72.0,66.0,55.0,53.0,56.0,56.0,57.0,56.0,60.0,64.0,68.0,69.0,70.0,72.0,78.0,82.0,84.0
Improved sanitation facilities (% of population with access),321,349,India,IND,Improved sanitation facilities (% of population with access),SH.STA.ACSN,19.8,20.8,21.7,22.7,23.7,24.6,25.6,26.6,27.6,28.6,29.6,30.6,31.6,32.6,33.6,34.6,35.5,36.5
"Improved sanitation facilities, rural (% of rural population with access)",322,350,India,IND,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,8.6,9.6,10.6,11.6,12.6,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5
"Improved sanitation facilities, urban (% of urban population with access)",323,351,India,IND,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,51.1,51.6,52.2,52.8,53.4,53.9,54.5,55.1,55.7,56.2,56.8,57.4,58.0,58.5,59.1,59.7,60.3,60.8
Improved water source (% of population with access),324,352,India,IND,Improved water source (% of population with access),SH.H2O.SAFE.ZS,74.6,75.6,76.6,77.6,78.6,79.6,80.6,81.5,82.5,83.5,84.5,85.5,86.5,87.4,88.4,89.4,90.3,91.3
"Improved water source, rural (% of rural population with access)",325,353,India,IND,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,68.9,70.1,71.3,72.5,73.7,74.9,76.1,77.2,78.4,79.6,80.8,82.0,83.2,84.4,85.5,86.7,87.9,89.1
"Improved water source, urban (% of urban population with access)",326,354,India,IND,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,90.3,90.6,90.9,91.3,91.6,92.0,92.3,92.6,93.0,93.3,93.7,94.0,94.3,94.7,95.0,95.4,95.7,96.0
"Incidence of tuberculosis (per 100,000 people)",327,355,India,IND,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,216.0,216.0,217.0,217.0,217.0,217.0,216.0,216.0,215.0,214.0,212.0,209.0,205.0,201.0,196.0,191.0,185.0,180.0
"Industry, value added (% of GDP)",328,356,India,IND,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,26.405252872,27.4018211607,26.5988193708,26.4103352331,25.741121696,25.2242188802,25.999858448,25.0835606797,26.1705736808,26.0094233854,27.925058181,28.1336444309,28.8418269087,29.0319763861,28.2876406096,27.7594172344,27.1553116574,33.1090504035
"Industry, value added (constant 2005 US$)",330,358,India,IND,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,1.05101570695e+11,1.16967308061e+11,1.24445874609e+11,1.29439580603e+11,1.34809194633e+11,1.42849533413e+11,1.51466404291e+11,1.55416871371e+11,1.66624377374e+11,1.78818938187e+11,1.96368464036e+11,2.15449468551e+11,2.41668186946e+11,2.65047102281e+11,2.76818322612e+11,3.02183206888e+11,3.25001062592e+11,3.50397798964e+11
"Industry, value added (constant LCU)",331,359,India,IND,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,8.13902587315e+12,9.0579040858e+12,9.63704145005e+12,1.0023752153e+13,1.04395730322e+13,1.10622138255e+13,1.17295010464e+13,1.20354237225e+13,1.29033287474e+13,1.38476709234e+13,1.52066995659e+13,1.66843253369e+13,1.87146929705e+13,2.05251473295e+13,2.14367061787e+13,2.34009532211e+13,2.51679593345e+13,2.71346729912e+13
Internet users (per 100 people),353,381,India,IND,Internet users (per 100 people),IT.NET.USER.P2,0.00106956238675,0.0262288788137,0.0463339767355,0.0707678487089,0.1390273288,0.273224276735,0.527532449931,0.66014637701,1.53787558175,1.68648997064,1.97613649191,2.38807499996,2.80549986534,3.95,4.38,5.12,7.5,10.07
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",356,385,India,IND,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,29.6000003815,29.0,28.5,27.8999996185,27.3999996185,26.8999996185,26.3999996185,26.7000007629,27.0,27.2999992371,27.6000003815,27.8999996185,26.0,24.2000007629,22.5,20.8999996185,19.3999996185,18.5
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",357,387,India,IND,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,67.5,67.0,66.5,66.0,65.5,65.0,64.5,64.5999984741,64.5999984741,64.6999969482,64.6999969482,64.8000030518,62.7999992371,60.7000007629,58.7000007629,56.5999984741,54.5999984741,53.0
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",358,389,India,IND,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,49.2999992371,48.7999992371,48.2000007629,47.7000007629,47.2000007629,46.7000007629,46.2000007629,46.4000015259,46.5,46.7000007629,46.9000015259,47.0999984741,45.0999984741,43.2000007629,41.4000015259,39.5,37.7999992371,36.5
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",359,391,India,IND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,37.4000015259,37.0999984741,36.7999992371,36.5,36.2000007629,35.9000015259,35.7000007629,36.2999992371,36.9000015259,37.5999984741,38.2000007629,38.9000015259,37.0,35.2000007629,33.5,31.7999992371,30.2000007629,29.2999992371
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",360,392,India,IND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,35.7000007629,35.4000015259,35.0999984741,34.7999992371,34.5,34.2000007629,33.9000015259,34.5,35.0999984741,35.7000007629,36.2999992371,36.9000015259,35.0999984741,33.4000015259,31.7999992371,30.2000007629,28.6000003815,27.7999992371
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",361,394,India,IND,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,86.4000015259,86.1999969482,86.0,85.8000030518,85.5999984741,85.4000015259,85.1999969482,85.3000030518,85.4000015259,85.5999984741,85.6999969482,85.8000030518,85.3000030518,84.8000030518,84.4000015259,83.9000015259,83.4000015259,82.9000015259
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",362,395,India,IND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,84.1999969482,84.0,83.8000030518,83.5,83.3000030518,83.0,82.8000030518,82.9000015259,83.0,83.0999984741,83.1999969482,83.3000030518,82.8000030518,82.3000030518,81.8000030518,81.3000030518,80.8000030518,80.3000030518
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",363,397,India,IND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,62.9000015259,62.5999984741,62.2999992371,62.0999984741,61.7999992371,61.5999984741,61.2999992371,61.7000007629,62.0999984741,62.4000015259,62.7999992371,63.2000007629,62.0,60.9000015259,59.7999992371,58.7999992371,57.7000007629,57.0
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",364,398,India,IND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,60.7999992371,60.5,60.2999992371,60.0,59.7000007629,59.4000015259,59.0999984741,59.5,59.7999992371,60.0999984741,60.4000015259,60.7999992371,59.7000007629,58.5999984741,57.5,56.5,55.4000015259,54.7999992371
"Labor force, female (% of total labor force)",365,409,India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,28.3921473299,28.3057589698,28.1723680073,28.082245282,27.9899563551,27.8973642538,27.8049211849,28.1136453175,28.4684741373,28.8206010975,29.1672657725,29.4586657796,28.5388051374,27.6641951593,26.8391282842,25.9366734792,25.0485319101,24.6131477341
"Labor force, total",366,410,India,IND,"Labor force, total",SL.TLF.TOTL.IN,361244311.0,368396898.0,376098587.0,383437873.0,390979177.0,398642671.0,406359368.0,418539057.0,430329762.0,442356898.0,454552446.0,467648895.0,468800170.0,469653873.0,470196564.0,471283494.0,471277041.0,475090729.0
Land area (sq. km),367,411,India,IND,Land area (sq. km),AG.LND.TOTL.K2,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0
Land under cereal production (hectares),368,412,India,IND,Land under cereal production (hectares),AG.LND.CREL.HA,100184200.0,99450800.0,100300000.0,100167200.0,100904200.0,102091700.0,102402400.0,100271100.0,94470900.0,98603100.0,97805700.0,99519200.0,99236800.0,100833500.0,101155500.0,97171600.0,100075800.0,100585700.0
"Life expectancy at birth, female (years)",370,414,India,IND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,60.625,61.068,61.519,61.976,62.438,62.901,63.365,63.832,64.3,64.766,65.225,65.669,66.089,66.48,66.84,67.169,67.469,67.744
"Life expectancy at birth, male (years)",371,415,India,IND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.051,59.351,59.674,60.009,60.347,60.684,61.016,61.342,61.663,61.982,62.295,62.601,62.899,63.188,63.469,63.741,64.004,64.258
"Life expectancy at birth, total (years)",372,416,India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.818804878,60.1885609756,60.574,60.9685121951,61.367,61.7654634146,62.1618536585,62.5566341463,62.9493414634,63.3400487805,63.7242682927,64.0975853659,64.455097561,64.7938536585,65.1133902439,65.413195122,65.6942439024,65.9584878049
"Listed domestic companies, total",373,417,India,IND,"Listed domestic companies, total",CM.MKT.LDOM.NO,4413.0,5398.0,5999.0,5843.0,5860.0,5863.0,5937.0,5795.0,5650.0,5644.0,4730.0,4763.0,4796.0,4887.0,4921.0,4955.0,4987.0,5112.0
Livestock production index (2004-2006 = 100),374,418,India,IND,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,68.37,71.84,74.25,76.37,79.14,82.54,84.52,87.78,89.47,91.56,95.79,99.81,104.39,111.06,114.6,118.66,123.8,128.5
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),389,435,India,IND,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,5.35619119701,6.20992492904,7.3726768155,7.16305998413,5.32420024863,5.68014392445,6.68567313027,8.02180159861,9.79186146399,10.5983855135,11.1735472581,11.6114453065,11.7818141882,12.5774249064,11.7696158866,12.8020969815,14.5661440939,12.4941434961
Merchandise exports to developing economies outside region (% of total merchandise exports),395,441,India,IND,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,11.8943542878,13.8136600075,15.7114046114,15.7528830955,14.6474172846,14.3604305206,16.0524071661,18.8025436345,21.240152453,22.0528071535,23.831895849,24.3740175226,26.4431148295,28.4717231896,26.6201373126,26.3898648192,29.1973577579,26.8555671942
Merchandise exports to high-income economies (% of total merchandise exports),398,444,India,IND,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,78.2068095398,73.4179557276,74.4139424753,78.1703580736,79.688862221,81.1470806234,76.1771906015,71.5794594003,71.9373942004,70.947307564,69.7609093708,69.9407064932,68.1364477631,65.5234151886,66.505985777,66.1492474344,64.2404848965,63.633883593
Military expenditure (% of GDP),414,460,India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.66467361283,2.5784836211,2.47276820468,2.64773243255,2.7273113729,2.95719572152,2.94892988347,2.9244355547,2.82686688559,2.67777695335,2.82875231584,2.75490774473,2.5268087071,2.34263396746,2.55019354164,2.89349717244,2.70746606049,2.62277164168
Money and quasi money (M2) as % of GDP,421,467,India,IND,Money and quasi money (M2) as % of GDP,FM.LBL.MQMY.GD.ZS,45.2282997952,42.7948189828,43.9192279662,46.6420242221,48.058507988,50.1848377884,53.7033373229,56.7439528363,61.5402964257,62.0903787561,63.5217316692,64.4611906879,67.4278775225,70.998799094,75.7800157947,77.7150750592,76.186627228,77.9832164026
"Mortality rate, infant (per 1,000 live births)",426,472,India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,79.6,77.5,75.4,73.1,70.9,68.6,66.4,64.2,62.0,59.9,57.8,55.8,53.9,51.9,50.0,48.2,46.3,44.4
"Mortality rate, neonatal (per 1,000 live births)",427,473,India,IND,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,52.5,51.4,50.3,49.0,47.8,46.5,45.1,43.7,42.3,40.9,39.5,38.3,37.1,36.0,34.9,33.8,32.7,31.6
"Mortality rate, under-5 (per 1,000 live births)",428,474,India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,112.1,108.7,105.3,101.9,98.3,94.8,91.2,87.7,84.3,81.0,77.7,74.6,71.5,68.5,65.6,62.7,59.9,57.2
Number of infant deaths,505,554,India,IND,Number of infant deaths,SH.DTH.IMRT,2129986.0,2084547.0,2038422.0,1987216.0,1938126.0,1883786.0,1828921.0,1769941.0,1708183.0,1647050.0,1584440.0,1523808.0,1465841.0,1404933.0,1345948.0,1287943.0,1225179.0,1159876.0
Number of neonatal deaths,506,555,India,IND,Number of neonatal deaths,SH.DTH.NMRT,1419336.0,1396609.0,1373510.0,1345171.0,1319301.0,1289002.0,1253657.0,1215523.0,1175504.0,1134014.0,1091529.0,1054134.0,1016659.0,981810.0,946336.0,909587.0,871304.0,831083.0
Number of under-five deaths,507,556,India,IND,Number of under-five deaths,SH.DTH.MORT,3019000.0,2938944.0,2859141.0,2779095.0,2692412.0,2605756.0,2513120.0,2421920.0,2328088.0,2233293.0,2136392.0,2044482.0,1953399.0,1863783.0,1775492.0,1685035.0,1595122.0,1505869.0
"Official exchange rate (LCU per US$, period average)",508,557,India,IND,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,31.3737425,32.4270766667,35.4331733333,36.3132858333,41.259365,43.0554283333,44.941605,47.1864141667,48.6103191667,46.5832841667,45.3164666667,44.099975,45.3070083333,41.3485333333,43.5051833333,48.4052666667,45.7258121212,46.6704666667
Permanent cropland (% of land area),516,568,India,IND,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.62344485216,2.69071266888,2.85888221069,2.85888221069,2.89924290072,3.07750261504,3.09431956922,3.1952212943,3.22885520266,3.36339083611,3.43402204366,3.44074882534,3.63246210299,3.76027095477,3.83426555316,3.9688011866,4.11174529714,4.16724124593
Population ages 0-14 (% of total),534,586,India,IND,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,36.966987091,36.6285412351,36.3097602489,35.9538911559,35.5662522716,35.1564496105,34.7326364683,34.3749661987,33.9917428363,33.5930175933,33.1891559413,32.7849598751,32.4268299903,32.061803506,31.6887834846,31.3010774358,30.8942920698,30.5016899044
Population ages 15-64 (% of total),535,587,India,IND,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,59.0052020253,59.3037992116,59.5463833757,59.83198717,60.1536187854,60.499709778,60.8607516586,61.1339375798,61.4357914141,61.7581675106,62.0934310128,62.4370059808,62.7184169967,63.0137977836,63.3220881802,63.6477200421,63.9924101758,64.2951738133
Population ages 65 and above (% of total),536,588,India,IND,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.02781088361,4.06765955324,4.14385637539,4.21412167408,4.280128943,4.34384061153,4.40661187314,4.49109622152,4.57246574957,4.64881489615,4.71741304587,4.77803414415,4.85475301294,4.92439871042,4.98912833517,5.05120252209,5.1132977544,5.20313628226
Population density (people per sq. km of land area),537,589,India,IND,Population density (people per sq. km of land area),EN.POP.DNST,317.034636535,323.17981091,329.373646487,335.604939476,341.856022319,348.103089947,354.326858358,360.517891558,366.673289632,372.78800783,378.858842186,384.881656739,390.855715578,396.774384079,402.621463479,408.37692243,414.028200014,419.564848193
Population growth (annual %),538,590,India,IND,Population growth (annual %),SP.POP.GROW,1.941978838,1.91978270262,1.89839514986,1.87418828762,1.84549682252,1.81090103332,1.77211444359,1.73217695125,1.69296472529,1.65386818689,1.61537731933,1.57722142927,1.54025760746,1.50293390579,1.46290068776,1.41937534698,1.37435100598,1.32840109682
Population in largest city,539,591,India,IND,Population in largest city,EN.URB.LCTY,13930684.0,14309845.0,14699869.0,15099407.0,15510378.0,15932535.0,16366787.0,16753128.0,17030562.0,17504993.0,18079156.0,18670494.0,19282029.0,19913595.0,20566759.0,21239462.0,21935142.0,22653608.0
Population in the largest city (% of urban population),540,592,India,IND,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,5.5982925379,5.5972168756,5.5974698297,5.59880026125,5.60208095007,5.6074386349,5.6153214642,5.59837670037,5.530964092,5.52760120428,5.55309545219,5.58088191934,5.61147411268,5.64449446443,5.68039223255,5.71903524949,5.76113357069,5.80636614397
